tag,take_car,take_transit,take_ondemand,take_walk,orig_loc,dest_loc,home_node,work_node,pop,seg_types
person260,0.0,1.0,1.0,1.0,"[-85.32493842, 35.00020929]","[-85.30257566, 35.03629506]",202655849.0,2190022557.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person261,1.0,1.0,1.0,1.0,"[-85.32661353, 35.00855195]","[-85.30940755, 35.04617284]",202641141.0,202596786.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person262,0.0,1.0,1.0,1.0,"[-85.32661353, 35.00855195]","[-85.30940755, 35.04617284]",202641141.0,202596786.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person263,1.0,1.0,1.0,1.0,"[-85.31728712, 35.00768071]","[-85.31124105, 35.04628794]",202639186.0,202605864.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person264,0.0,1.0,1.0,1.0,"[-85.31728712, 35.00768071]","[-85.31124105, 35.04628794]",202639186.0,202605864.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person265,1.0,1.0,1.0,1.0,"[-85.31897817, 35.00738427]","[-85.30307999, 35.05191329]",1025136839.0,3966555690.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person266,0.0,1.0,1.0,1.0,"[-85.31897817, 35.00738427]","[-85.30307999, 35.05191329]",1025136839.0,3966555690.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person267,1.0,1.0,1.0,1.0,"[-85.32329485, 35.0246969]","[-85.30686666, 35.05546856]",10681502828.0,10753651894.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person268,1.0,1.0,1.0,1.0,"[-85.32126103, 35.00608261]","[-85.30913157, 35.04296498]",202682574.0,202641417.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person269,0.0,1.0,1.0,1.0,"[-85.32126103, 35.00608261]","[-85.30913157, 35.04296498]",202682574.0,202641417.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person270,1.0,1.0,1.0,1.0,"[-85.33148629, 34.99465247]","[-85.30488793, 35.04705268]",202686415.0,202633680.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person271,0.0,1.0,1.0,1.0,"[-85.33148629, 34.99465247]","[-85.30488793, 35.04705268]",202686415.0,202633680.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person272,1.0,1.0,1.0,1.0,"[-85.32983189, 35.00583728]","[-85.30806227, 35.04355291]",2664431596.0,202641418.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person273,1.0,1.0,1.0,1.0,"[-85.32859966, 35.01622308]","[-85.30999871, 35.0479297]",202633260.0,202616859.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person274,0.0,1.0,1.0,1.0,"[-85.32859966, 35.01622308]","[-85.30999871, 35.0479297]",202633260.0,202616859.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person275,1.0,1.0,1.0,1.0,"[-85.31642406, 35.00460455]","[-85.30132527, 35.05141249]",202682571.0,202633663.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person276,0.0,1.0,1.0,1.0,"[-85.31642406, 35.00460455]","[-85.30132527, 35.05141249]",202682571.0,202633663.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person277,1.0,1.0,1.0,1.0,"[-85.3184503, 35.00274875]","[-85.30305233, 35.04616431]",202693553.0,202741059.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person278,0.0,1.0,1.0,1.0,"[-85.3184503, 35.00274875]","[-85.30305233, 35.04616431]",202693553.0,202741059.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person279,1.0,1.0,1.0,1.0,"[-85.31535205, 35.01194436]","[-85.31008449, 35.04226525]",202629802.0,202636000.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person280,0.0,1.0,1.0,1.0,"[-85.31535205, 35.01194436]","[-85.31008449, 35.04226525]",202629802.0,202636000.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person281,1.0,1.0,1.0,1.0,"[-85.32758138, 35.00939598]","[-85.30468747, 35.04268891]",2664431648.0,202596950.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person282,0.0,1.0,1.0,1.0,"[-85.32758138, 35.00939598]","[-85.30468747, 35.04268891]",2664431648.0,202596950.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person283,1.0,1.0,1.0,1.0,"[-85.32113706, 35.01763143]","[-85.31458705, 35.0479453]",202636798.0,202581481.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person284,0.0,1.0,1.0,1.0,"[-85.32113706, 35.01763143]","[-85.31458705, 35.0479453]",202636798.0,202581481.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person285,1.0,1.0,1.0,1.0,"[-85.32507173, 35.00045106]","[-85.30977228, 35.05773533]",202655849.0,202596763.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person286,0.0,1.0,1.0,1.0,"[-85.32507173, 35.00045106]","[-85.30977228, 35.05773533]",202655849.0,202596763.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person287,1.0,1.0,1.0,1.0,"[-85.32463826, 35.00446602]","[-85.29619029, 35.04827406]",202702769.0,202594564.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person288,0.0,1.0,1.0,1.0,"[-85.32463826, 35.00446602]","[-85.29619029, 35.04827406]",202702769.0,202594564.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person289,1.0,1.0,1.0,1.0,"[-85.324558, 34.98658193]","[-85.32035123, 35.04473509]",202670451.0,202694168.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person290,0.0,1.0,1.0,1.0,"[-85.324558, 34.98658193]","[-85.32035123, 35.04473509]",202670451.0,202694168.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person291,1.0,1.0,1.0,1.0,"[-85.319446, 35.00730297]","[-85.3075307, 35.04419784]",1025136839.0,202638663.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person292,0.0,1.0,1.0,1.0,"[-85.319446, 35.00730297]","[-85.3075307, 35.04419784]",1025136839.0,202638663.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person293,1.0,1.0,1.0,1.0,"[-85.32713741, 35.00285697]","[-85.31001216, 35.04322308]",202643835.0,202632631.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person294,0.0,1.0,1.0,1.0,"[-85.32713741, 35.00285697]","[-85.31001216, 35.04322308]",202643835.0,202632631.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person295,1.0,1.0,1.0,1.0,"[-85.31716567, 35.00294805]","[-85.30530748, 35.04499447]",202643880.0,202633693.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person296,0.0,1.0,1.0,1.0,"[-85.31716567, 35.00294805]","[-85.30530748, 35.04499447]",202643880.0,202633693.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person297,1.0,1.0,1.0,1.0,"[-85.32433307, 35.01492481]","[-85.30779101, 35.05173772]",202629815.0,6063846356.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person298,0.0,1.0,1.0,1.0,"[-85.32433307, 35.01492481]","[-85.30779101, 35.05173772]",202629815.0,6063846356.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person299,1.0,1.0,1.0,1.0,"[-85.32141998, 34.99052721]","[-85.30673937, 35.0359567]",202596240.0,202596727.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person300,0.0,1.0,1.0,1.0,"[-85.32141998, 34.99052721]","[-85.30673937, 35.0359567]",202596240.0,202596727.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person301,1.0,1.0,1.0,1.0,"[-85.32874156, 35.00640251]","[-85.31329508, 35.04452103]",202654927.0,202632635.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person302,1.0,1.0,1.0,1.0,"[-85.32470326, 35.00973658]","[-85.3122623, 35.04269605]",1316104777.0,946652337.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person303,0.0,1.0,1.0,1.0,"[-85.32470326, 35.00973658]","[-85.3122623, 35.04269605]",1316104777.0,946652337.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person304,1.0,1.0,1.0,1.0,"[-85.32805025, 34.98144962]","[-85.30818857, 35.04203101]",,,,
person305,0.0,1.0,1.0,1.0,"[-85.32805025, 34.98144962]","[-85.30818857, 35.04203101]",,,,
person306,1.0,1.0,1.0,1.0,"[-85.32499828, 35.01177059]","[-85.30740636, 35.04431388]",202636622.0,202638663.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person307,0.0,1.0,1.0,1.0,"[-85.32499828, 35.01177059]","[-85.30740636, 35.04431388]",202636622.0,202638663.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person308,1.0,1.0,1.0,1.0,"[-85.32365654, 34.99866404]","[-85.31273193, 35.0406104]",202693559.0,202605890.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person309,0.0,1.0,1.0,1.0,"[-85.32365654, 34.99866404]","[-85.31273193, 35.0406104]",202693559.0,202605890.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person310,1.0,1.0,1.0,1.0,"[-85.3235827, 35.00080073]","[-85.30676581, 35.04544071]",202636864.0,202645406.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person311,0.0,1.0,1.0,1.0,"[-85.3235827, 35.00080073]","[-85.30676581, 35.04544071]",202636864.0,202645406.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person312,1.0,1.0,1.0,1.0,"[-85.31893129, 35.01343174]","[-85.30798907, 35.04831059]",202702463.0,202735936.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person313,0.0,1.0,1.0,1.0,"[-85.31893129, 35.01343174]","[-85.30798907, 35.04831059]",202702463.0,202735936.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person314,1.0,1.0,1.0,1.0,"[-85.32213148, 35.00860589]","[-85.31894187, 35.04006119]",1847065388.0,651273323.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person315,0.0,1.0,1.0,1.0,"[-85.32213148, 35.00860589]","[-85.31894187, 35.04006119]",1847065388.0,651273323.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person316,1.0,1.0,1.0,1.0,"[-85.32469196, 35.01772559]","[-85.31530515, 35.04583588]",202596299.0,9671310498.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person317,0.0,1.0,1.0,1.0,"[-85.32469196, 35.01772559]","[-85.31530515, 35.04583588]",202596299.0,9671310498.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person318,1.0,1.0,1.0,1.0,"[-85.32930116, 34.99186729]","[-85.30179341, 35.04941438]",202656583.0,202633669.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person319,0.0,1.0,1.0,1.0,"[-85.32930116, 34.99186729]","[-85.30179341, 35.04941438]",202656583.0,202633669.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person320,1.0,1.0,1.0,1.0,"[-85.33015661, 35.02389217]","[-85.31475612, 35.04318995]",10681502828.0,9671310557.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person321,1.0,1.0,1.0,1.0,"[-85.32999404, 35.01055832]","[-85.30859329, 35.04983333]",202598489.0,202735931.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person322,1.0,1.0,1.0,1.0,"[-85.32034264, 34.99521428]","[-85.3117527, 35.04626963]",202747186.0,202605864.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person323,0.0,1.0,1.0,1.0,"[-85.32034264, 34.99521428]","[-85.3117527, 35.04626963]",202747186.0,202605864.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person324,1.0,1.0,1.0,1.0,"[-85.32329523, 35.01394861]","[-85.30361442, 35.04340391]",3534208085.0,202608387.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person325,0.0,1.0,1.0,1.0,"[-85.32329523, 35.01394861]","[-85.30361442, 35.04340391]",3534208085.0,202608387.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person326,1.0,1.0,1.0,1.0,"[-85.31624239, 34.99033608]","[-85.30573175, 35.04277247]",202771444.0,202641423.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person327,0.0,1.0,1.0,1.0,"[-85.31624239, 34.99033608]","[-85.30573175, 35.04277247]",202771444.0,202641423.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person328,1.0,1.0,1.0,1.0,"[-85.32520321, 35.00869427]","[-85.30831303, 35.03700165]",1316104777.0,202597499.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person329,0.0,1.0,1.0,1.0,"[-85.32520321, 35.00869427]","[-85.30831303, 35.03700165]",1316104777.0,202597499.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person330,1.0,1.0,1.0,1.0,"[-85.32546571, 35.00830487]","[-85.30677608, 35.05418651]",1316104777.0,202741841.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person331,0.0,1.0,1.0,1.0,"[-85.32546571, 35.00830487]","[-85.30677608, 35.05418651]",1316104777.0,202741841.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person332,1.0,1.0,1.0,1.0,"[-85.32103599, 35.00863731]","[-85.30440336, 35.05324468]",1025136418.0,202612522.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person333,0.0,1.0,1.0,1.0,"[-85.32103599, 35.00863731]","[-85.30440336, 35.05324468]",1025136418.0,202612522.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person334,1.0,1.0,1.0,1.0,"[-85.32710862, 35.00497714]","[-85.31462677, 35.05080382]",202682591.0,7007096581.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person335,0.0,1.0,1.0,1.0,"[-85.32710862, 35.00497714]","[-85.31462677, 35.05080382]",202682591.0,7007096581.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person336,1.0,1.0,1.0,1.0,"[-85.33203994, 34.99955052]","[-85.31197383, 35.04879932]",202727149.0,202605855.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person337,1.0,1.0,1.0,1.0,"[-85.31880758, 35.00473369]","[-85.29884418, 35.05010342]",202631107.0,1850072803.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person338,0.0,1.0,1.0,1.0,"[-85.31880758, 35.00473369]","[-85.29884418, 35.05010342]",202631107.0,1850072803.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person339,1.0,1.0,1.0,1.0,"[-85.32318254, 35.00659358]","[-85.31024973, 35.04550776]",1847065388.0,202636719.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person340,0.0,1.0,1.0,1.0,"[-85.32318254, 35.00659358]","[-85.31024973, 35.04550776]",1847065388.0,202636719.0,4.458804523424878,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person341,1.0,1.0,1.0,1.0,"[-85.3305209, 34.99185376]","[-85.30782742, 35.05079984]",202603859.0,202629687.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person342,0.0,1.0,1.0,1.0,"[-85.3305209, 34.99185376]","[-85.30782742, 35.05079984]",202603859.0,202629687.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person343,1.0,1.0,1.0,1.0,"[-85.33141169, 35.01449649]","[-85.30635565, 35.04416939]",3912791589.0,202638664.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person344,0.0,1.0,1.0,1.0,"[-85.33141169, 35.01449649]","[-85.30635565, 35.04416939]",3912791589.0,202638664.0,4.948453608247423,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person345,1.0,1.0,1.0,1.0,"[-85.32620806, 35.0047791]","[-85.30569615, 35.05174992]",202702769.0,1500551731.0,1.1018363939899833,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
